Year,Month,Day,Hour,Forecast_Demand_MWh,Adjusted_Demand_MWh,Adjusted_Generation_MWh,Adjusted_Interchange_MWh
2015,7,1,8,650,663,261,-401
2015,7,1,9,639,654,305,-346
2015,7,1,10,630,646,418,-227
2015,7,1,11,629,642,443,-198
2015,7,1,12,627,642,350,-290
2015,7,1,13,631,642,336,-304
2015,7,1,14,643,656,517,-138
2015,7,1,15,659,677,825,148
2015,7,1,16,675,690,905,215
2015,7,1,17,689,706,909,207
2015,7,1,18,709,715,1187,473
2015,7,1,19,727,735,1304,568
2015,7,1,20,745,749,1370,617
2015,7,1,21,762,762,1389,630
2015,7,1,22,764,770,1402,633
2015,7,1,23,769,770,1560,788
2015,7,2,0,767,770,1530,761
2015,7,2,1,761,770,1573,802
2015,7,2,2,744,757,1546,791
2015,7,2,3,728,740,1447,711
2015,7,2,4,715,722,1366,639
2015,7,2,5,706,706,1316,613
2015,7,2,6,687,688,1414,725
2015,7,2,7,665,668,1193,524
2015,7,2,8,655,648,1017,370
2015,7,2,9,626,642,965,326
2015,7,2,10,620,636,974,338
2015,7,2,11,617,635,956,321
2015,7,2,12,617,634,979,347
2015,7,2,13,619,628,991,368
2015,7,2,14,635,643,1032,391
2015,7,2,15,656,664,1088,424
2015,7,2,16,671,683,1144,463
2015,7,2,17,688,704,1262,559
2015,7,2,18,706,727,1393,663
2015,7,2,19,730,751,1534,781
2015,7,2,20,749,767,1600,832
2015,7,2,21,767,777,1623,845
2015,7,2,22,773,782,1599,817
2015,7,2,23,777,777,1564,786
2015,7,3,0,774,774,1487,713
2015,7,3,1,770,774,1489,713
2015,7,3,2,754,762,1455,694
2015,7,3,3,739,746,1195,445
2015,7,3,4,725,730,1247,521
2015,7,3,5,710,721,1290,569
2015,7,3,6,690,703,994,295
2015,7,3,7,670,686,995,308
2015,7,3,8,640,669,1000,329
2015,7,3,9,638,655,721,68
2015,7,3,10,631,642,482,-158
2015,7,3,11,625,633,410,-223
2015,7,3,12,621,629,554,-73
2015,7,3,13,618,624,793,171
2015,7,3,14,625,636,1027,389
2015,7,3,15,642,654,1307,652
2015,7,3,16,664,672,1261,589
2015,7,3,17,683,688,1106,417
2015,7,3,18,702,710,1120,409
2015,7,3,19,721,736,1134,398
2015,7,3,20,740,749,1118,369
2015,7,3,21,753,755,1225,472
2015,7,3,22,757,760,1149,390
2015,7,3,23,760,763,1259,498
2015,7,4,0,758,761,1135,378
2015,7,4,1,753,758,1004,244
2015,7,4,2,737,744,886,142
2015,7,4,3,723,728,884,156
2015,7,4,4,712,712,979,271
2015,7,4,5,699,703,1026,323
2015,7,4,6,682,686,745,61
2015,7,4,7,663,667,793,124
2015,7,4,8,648,650,821,171
2015,7,4,9,618,637,807,169
2015,7,4,10,610,629,759,132
2015,7,4,11,605,623,593,-30
2015,7,4,12,602,617,420,-195
2015,7,4,13,602,612,280,-333
2015,7,4,14,609,621,484,-137
2015,7,4,15,623,638,736,100
2015,7,4,16,643,655,989,334
2015,7,4,17,662,675,1152,477
2015,7,4,18,680,699,1182,483
2015,7,4,19,700,727,1110,383
2015,7,4,20,718,741,913,173
2015,7,4,21,732,747,967,222
