Year,Month,Day,Hour,Forecast_Demand_MWh,Adjusted_Demand_MWh,Adjusted_Generation_MWh,Adjusted_Interchange_MWh
2015,7,1,8,1900,3066,2232,-834
2015,7,1,9,1874,2865,2069,-796
2015,7,1,10,1852,2735,1909,-826
2015,7,1,11,1837,2710,1839,-871
2015,7,1,12,1830,2752,1808,-944
2015,7,1,13,1829,2911,1974,-937
2015,7,1,14,1890,2975,1645,-1330
2015,7,1,15,1967,3198,1692,-1506
2015,7,1,16,2151,3366,1686,-1680
2015,7,1,17,2208,3658,1885,-1773
2015,7,1,18,2308,3828,2024,-1804
2015,7,1,19,2547,3938,2191,-1747
2015,7,1,20,2561,3975,2211,-1764
2015,7,1,21,2561,4073,2302,-1771
2015,7,1,22,2561,4146,2346,-1800
2015,7,1,23,2611,4216,2397,-1819
2015,7,2,0,2611,4257,2403,-1854
2015,7,2,1,2612,4288,2418,-1870
2015,7,2,2,2611,4240,2408,-1832
2015,7,2,3,2558,4142,2329,-1813
2015,7,2,4,2494,4040,2242,-1798
2015,7,2,5,2506,3939,2172,-1767
2015,7,2,6,2498,3799,2430,-1369
2015,7,2,7,2430,3449,2379,-1070
2015,7,2,8,1668,3161,2067,-1094
2015,7,2,9,1675,2950,1874,-1076
2015,7,2,10,1571,2818,1736,-1082
2015,7,2,11,1577,2742,1691,-1051
2015,7,2,12,1806,2698,1751,-947
2015,7,2,13,1802,2803,1843,-960
2015,7,2,14,1797,2964,1658,-1306
2015,7,2,15,2108,3273,1976,-1297
2015,7,2,16,2255,3531,2170,-1361
2015,7,2,17,2448,3712,2236,-1476
2015,7,2,18,2580,3848,2427,-1421
2015,7,2,19,2660,3924,2515,-1409
2015,7,2,20,2723,3966,2422,-1544
2015,7,2,21,2768,4029,2451,-1578
2015,7,2,22,2826,4078,2468,-1610
2015,7,2,23,2859,4112,2389,-1723
2015,7,3,0,2859,4137,2427,-1710
2015,7,3,1,2860,4137,2362,-1775
2015,7,3,2,2872,4072,2356,-1716
2015,7,3,3,2774,3934,2217,-1717
2015,7,3,4,2785,3924,2421,-1503
2015,7,3,5,2795,3847,2348,-1499
2015,7,3,6,2795,3672,2343,-1329
