name,typ,node,maxcap,heat_rate,mincap,var_om,no_load,st_cost,ramp,minup,mindn
TONOPAH_NG,ngcc,bus_408441,1325.1,8.763900405591333,393.07,3,3975.2999999999997,92757.0,1325.1,4,4
PHOENIX_NG,ngcc,bus_408441,1207.38,7.600599914649499,449.72,3,3622.1400000000003,84516.6,1207.38,4,4
BOARDMAN_C,coal,bus_135041,642.2,11.913805046390001,188.21,4,1926.6000000000001,44954.0,211.92600000000002,12,12
HERMISTON_NG,ngcc,bus_135041,1310.6,10.42584940934257,566.03,3,3931.7999999999997,91742.0,1310.6,4,4
BOARDMAN_NG,ngcc,bus_135041,287.0,5.1148364357739995,100.44,3,861.0,20090.0,287.0,4,4
GOLDENDALE_NG,ngcc,bus_135041,284.3,10.22418872892,60.76,3,852.9000000000001,19901.0,284.3,4,4
MCKITTRICK_NG,ngcc,bus_261331,1567.9,10.715595283232666,496.58,3,4703.700000000001,109753.0,1567.9,4,4
FELLOWS_NG,ngcc,bus_261331,605.4000000000001,6.993207054013999,111.58,3,1816.2000000000003,42378.00000000001,605.4000000000001,4,4
FIREBAUGH_NG,ngcc,bus_261331,250.2,9.598693510784999,86.38,3,750.5999999999999,17514.0,250.2,4,4
KINGCITY_NG,ngcc,bus_261331,180.5,10.389274924191335,43.56,3,541.5,12635.0,180.5,4,4
SANARDO_NG,ngcc,bus_261331,77.1,9.761280120882999,24.53,3,231.29999999999998,5397.0,77.1,4,4
COALINGA_NG,ngcc,bus_261331,38.4,9.760209275458,15.82,3,115.19999999999999,2688.0,38.4,4,4
SANJOAQUIN_NG,ngcc,bus_261331,82.59,9.712908234612664,25.26,3,247.77,5781.3,82.59,4,4
TUPMAN_NG,ngcc,bus_261331,46.6,9.469048128432,9.38,3,139.8,3262.0,46.6,4,4
DELTA_C,coal,bus_500241,1654.0,11.157314671327502,221.07,4,4962.0,115780.0,545.82,12,12
HUNTINGTON_C,coal,bus_500241,1037.3,11.283026655570003,382.51,4,3111.8999999999996,72611.0,342.309,12,12
FRUITLAND_C,coal,bus_600031,1636.2,11.72246950917,482.75,4,4908.6,114534.0,539.946,12,12
CRAIG_C,coal,bus_600031,1427.61,11.550246761036666,461.14,4,4282.83,99932.7,471.11129999999997,12,12
HAYDEN_C,coal,bus_600031,465.4,11.016829497445,95.3,4,1396.1999999999998,32578.0,153.582,12,12
WATERFLOW_C,coal,bus_600031,1848.0,10.7661070172575,380.85,4,5544.0,129360.0,609.84,12,12
NUCLA_C,coal,bus_600031,113.8,12.398025184547501,28.74,4,341.4,7966.0,37.554,12,12
RIFLE_NG,ngcc,bus_600031,110.6,5.609955167229599,32.989999999999995,3,331.79999999999995,7742.0,110.6,4,4
OXNARD_NG,ngcc,bus_258301,2413.1,8.330243371655,725.6300000000001,3,7239.299999999999,168917.0,2413.1,4,4
GOLETA_NG,ngcc,bus_258301,107.3,9.477381415901998,42.62,3,321.9,7511.0,107.3,4,4
PAGE_C,coal,bus_407871,2409.3,11.73050231651,798.67,4,7227.900000000001,168651.0,795.0690000000001,12,12
SAINTGEORGE_NG,ngcc,bus_407871,80.0,4.313107400770999,20.46,3,240.0,5600.0,80.0,4,4
COLSTRIP_C,coal,bus_770011,2318.1,11.251328714474,650.4300000000001,4,6954.299999999999,162267.0,764.973,12,12
BILLINGS_C,coal,bus_770011,240.8,10.768427062955,51.17,4,722.4000000000001,16856.0,79.46400000000001,12,12
HARDIN_C,coal,bus_770011,115.7,10.756295908170001,36.52,4,347.1,8099.0,38.181000000000004,12,12
ANACONDA_NG,ngcc,bus_770011,135.4,4.945844080951,50.08,3,406.20000000000005,9478.0,135.4,4,4
BRUSH_C,coal,bus_601941,552.3,11.71284949404,78.79,4,1656.8999999999999,38661.0,182.259,12,12
WELLINGTON_C,coal,bus_601941,800.4000000000001,10.797876398526666,247.36,4,2401.2000000000003,56028.00000000001,264.13200000000006,12,12
DENVER_C,coal,bus_601941,586.3099999999998,10.392519718814002,164.07,4,1758.9299999999994,41041.69999999999,193.48229999999995,12,12
KEENESBURG_NG,ngcc,bus_601941,685.11,10.521568803212,246.77,3,2055.33,47957.700000000004,685.11,4,4
FOUNTAIN_C,coal,bus_601941,282.6,12.062188111913333,99.3,4,847.8000000000001,19782.0,93.25800000000001,12,12
WHEATLAND_C,coal,bus_601941,1710.0,10.825970682106668,414.31,4,5130.0,119700.0,564.3000000000001,12,12
BOULDER_C,coal,bus_601941,251.0,10.778132799244998,55.58,4,753.0,17570.0,82.83,12,12
FOUNTAIN_NG,ngcc,bus_601941,768.9900000000001,9.332424140356,166.78999999999996,3,2306.9700000000003,53829.30000000001,768.9900000000001,4,4
PLATTEVILLE_NG,ngcc,bus_601941,1185.48,5.786633360158856,481.17,3,3556.44,82983.6,1185.48,4,4
AURORA_NG,ngcc,bus_601941,397.8,10.276651094532001,147.60000000000002,3,1193.4,27846.0,397.8,4,4
COLORADOSPRINGS_C,coal,bus_601941,257.01,11.00470429923,79.69,4,771.03,17990.7,84.8133,12,12
COMMERCECITY_NG,ngcc,bus_601941,154.2,10.069874843326,29.25,3,462.59999999999997,10794.0,154.2,4,4
DENVER_NG,ngcc,bus_601941,269.01000000000005,7.397936662892,54.48,3,807.0300000000002,18830.700000000004,269.01000000000005,4,4
BOULDER_NG,ngcc,bus_601941,175.2,5.555241162979599,59.37,3,525.5999999999999,12264.0,175.2,4,4
FORTLUPTON_NG,ngcc,bus_601941,497.69999999999993,9.898861626455748,120.82000000000002,3,1493.1,34838.99999999999,497.69999999999993,4,4
BURLINGTON_C,coal,bus_601941,129.4,10.023629306095001,47.19,4,388.20000000000005,9058.0,42.702000000000005,12,12
FREDERICK_NG,ngcc,bus_601941,394.0,5.112323044362,136.49,3,1182.0,27580.0,394.0,4,4
BRUSH_NG,ngcc,bus_601941,597.22,6.3750156232099995,156.56,3,1791.66,41805.4,597.22,4,4
LIMON_NG,ngcc,bus_601941,154.2,9.698783455557,37.06,3,462.59999999999997,10794.0,154.2,4,4
LAMAR_C,coal,bus_601941,43.5,10.446636232905,17.89,4,130.5,3045.0,14.355,12,12
ARVADA_NG,ngcc,bus_601941,231.6,5.569675199228832,82.55,3,694.8,16212.0,231.6,4,4
CHEYENNE_NG,ngcc,bus_601941,139.99,9.926423916045,33.480000000000004,3,419.97,9799.300000000001,139.99,4,4
PUEBLO_NG,ngcc,bus_601941,33.33,9.965016079515998,15.58,3,99.99,2333.1,33.33,4,4
