,GEOID,Name,MW
981,47173,Union,93.03
982,47105,Loudon,172.71
983,47167,Tipton,150.49
984,47181,Wayne,54.95
985,47165,Sumner,521.52
986,47169,Trousdale,34.78
987,47111,Macon,70.67
988,47107,McMinn,174.04
989,47121,Meigs,19.11
990,47161,Stewart,54.88
991,47133,Overton,93.03
992,47135,Perry,27.91
993,47151,Scott,41.5
994,21147,McCreary,87.64
995,5035,Crittenden,169.81
996,47183,Weakley,102.86
997,47175,Van Buren,8.36
998,21001,Adair,69.43
999,21169,Metcalfe,44.33
1000,21217,Taylor,102.92
1001,21087,Green,49.04
1002,21045,Casey,58.51
1003,21207,Russell,77.94
1004,21003,Allen,79.15
1005,21213,Simpson,93.02
1006,21005,Anderson,71.67
1007,21167,Mercer,119.21
1008,21145,McCracken,217
1009,21007,Ballard,36.77
1010,21009,Barren,159.59
1011,21099,Hart,74.8
1012,21227,Warren,435.26
1013,21061,Edmonson,43.7
1014,21173,Montgomery,90.67
1015,21011,Bath,44.12
1016,21165,Menifee,30.9
1017,21015,Boone,565.37
1018,21081,Grant,112.74
1019,21117,Kenton,555.72
1020,39061,Hamilton,2099.43
1021,18155,Switzerland,53.23
1022,21077,Gallatin,32.12
1023,21181,Nicholas,40.09
1024,21097,Harrison,84.56
1025,21209,Scott,246.17
1026,21067,Fayette,867.29
1027,21017,Bourbon,73.08
1028,21019,Boyd,183.99
1029,39087,Lawrence,196.62
1030,21089,Greenup,149.64
1031,54099,Wayne,164.27
1032,21021,Boyle,116.03
1033,21023,Bracken,24.16
1034,21201,Robertson,11.05
1035,21191,Pendleton,97.46
1036,39025,Clermont,472.84
1037,21129,Lee,33.32
1038,21189,Owsley,21.95
1039,21237,Wolfe,28.14
1040,21025,Breathitt,52.72
1041,21027,Breckinridge,72.27
1042,21085,Grayson,103.22
1043,21163,Meade,151.8
1044,21093,Hardin,396.74
1045,21179,Nelson,207.43
1046,21029,Bullitt,349.51
1047,21111,Jefferson,2727
1048,18061,Harrison,239.56
1049,21211,Shelby,186.06
1050,21215,Spencer,178.31
1051,21183,Ohio,120.58
1052,21219,Todd,50.18
1053,21141,Logan,97.23
1054,21031,Butler,44
1055,21107,Hopkins,178.42
1056,21033,Caldwell,68.18
1057,21047,Christian,273.83
1058,21143,Lyon,23.97
1059,21055,Crittenden,44.86
1060,21035,Calloway,162.42
1061,21157,Marshall,109.65
1062,21037,Campbell,393.05
1063,21039,Carlisle,22.47
1064,21223,Trimble,35
1065,21103,Henry,46.38
1066,21041,Carroll,52.12
1067,21043,Carter,102.28
1068,21205,Rowan,94.12
1069,21063,Elliott,42.39
1070,21127,Lawrence,74.24
1071,21137,Lincoln,109.08
1072,21221,Trigg,60.84
1073,21151,Madison,428.97
1074,21113,Jessamine,303.37
1075,21049,Clark,181.72
1076,21125,Laurel,207.19
1077,21051,Clay,93.27
1078,21109,Jackson,70.07
1079,21231,Wayne,126.28
1080,21053,Clinton,20.62
1081,21057,Cumberland,26.77
1082,21233,Webster,50.46
1083,21225,Union,61.13
1084,21171,Monroe,44.25
1085,21059,Daviess,383.22
1086,21149,McLean,27.24
1087,21091,Hancock,32.06
1088,21175,Morgan,54.84
1089,21065,Estill,56.56
1090,21069,Fleming,60.17
1091,21161,Mason,72.14
1092,21071,Floyd,145.29
1093,21195,Pike,250.79
1094,21119,Knott,87.18
1095,21115,Johnson,56.94
1096,21073,Franklin,199.99
1097,21239,Woodford,115.64
1098,21075,Fulton,7.41
1099,21105,Hickman,22.74
1100,21187,Owen,51.08
1101,21203,Rockcastle,58.09
1102,21079,Garrard,76.77
1103,21083,Graves,180.17
1104,39145,Scioto,221.4
1105,21123,Larue,50
1106,21095,Harlan,116.41
1107,21101,Henderson,350.45
1108,21185,Oldham,275.68
1109,18019,Clark,328.37
1110,18043,Floyd,184.84
1111,21153,Magoffin,58.71
1112,21193,Perry,100.27
1113,21121,Knox,116.82
1114,21235,Whitley,169.68
1115,21131,Leslie,52.68
1116,21133,Letcher,101.42
1117,21135,Lewis,34.52
1118,21199,Pulaski,218.99
1119,21139,Livingston,62.64
1120,21155,Marion,69.36
1121,21229,Washington,44.85
1122,21159,Martin,47.55
1123,21197,Powell,62.95
1124,21177,Muhlenberg,118.14
1125,18129,Posey,119.55
1126,18123,Perry,62.04
1127,18147,Spencer,56.86
1128,54001,Barbour,60.35
1129,54033,Harrison,186.36
1130,54091,Taylor,101.1
1131,54097,Upshur,60.65
1132,54093,Tucker,24.23
1133,54005,Boone,82.1
1134,54043,Lincoln,70.88
1135,54039,Kanawha,550.14
1136,54007,Braxton,40.09
1137,54015,Clay,17.5
1138,54021,Gilmer,26.85
1139,54041,Lewis,51.14
1140,39081,Jefferson,182.68
1141,54009,Brooke,42.66
1142,54011,Cabell,268.04
1143,54079,Putnam,178.46
1144,54053,Mason,79.62
1145,39053,Gallia,89.31
1146,54013,Calhoun,19.03
1147,54105,Wirt,20.23
1148,54085,Ritchie,38.98
1149,54067,Nicholas,73.61
1150,54087,Roane,42.88
1151,54017,Doddridge,33.6
1152,54019,Fayette,156.93
1153,54089,Summers,51.76
1154,54081,Raleigh,198.29
1155,54025,Greenbrier,93.49
1156,54023,Grant,34.45
1157,54063,Monroe,50.62
1158,54075,Pocahontas,24.77
1159,54031,Hardy,37.04
1160,54049,Marion,136.38
1161,54035,Jackson,106.57
1162,54045,Logan,71.84
1163,54109,Wyoming,74.24
1164,39013,Belmont,187.37
1165,54051,Marshall,90.68
1166,54103,Wetzel,44.82
1167,39105,Meigs,58.74
1168,54047,McDowell,61.29
1169,54059,Mingo,63.75
1170,54101,Webster,26.82
1171,54071,Pendleton,20.68
1172,39167,Washington,166.09
1173,54073,Pleasants,22.37
1174,54107,Wood,243.11
1175,54083,Randolph,81.32
1176,54095,Tyler,24.64
1177,39001,Adams,84.35
1178,39071,Highland,131.72
1179,39163,Vinton,30.42
1180,39009,Athens,163.44
1181,39073,Hocking,92.66
1182,39149,Shelby,154.2
1183,39091,Logan,100.68
1184,39011,Auglaize,141.23
1185,39067,Harrison,52.31
1186,39111,Monroe,32.82
1187,39015,Brown,117.9
1188,39165,Warren,746.82
1189,39027,Clinton,98.37
1190,39017,Butler,1019.36
1191,39113,Montgomery,1222.29
1192,39019,Carroll,77.84
1193,39021,Champaign,142.34
1194,39097,Madison,145.71
1195,39023,Clark,393.56
1196,39109,Miami,305.04
1197,39057,Greene,569.25
1198,39047,Fayette,80.61
1199,39157,Tuscarawas,227.53
1200,39031,Coshocton,95.73
1201,39119,Muskingum,237.09
1202,39089,Licking,537.46
1203,39075,Holmes,134.57
1204,39059,Guernsey,112.04
1205,39101,Marion,169.19
1206,39037,Darke,149.08
1207,39135,Preble,121.48
1208,18075,Jay,62.59
1209,39117,Morrow,102.27
1210,39083,Knox,177.75
1211,39041,Delaware,556.49
1212,39049,Franklin,2877.18
1213,39159,Union,136.85
1214,39045,Fairfield,466.48
1215,39129,Pickaway,231.85
1216,39127,Perry,110.9
1217,39141,Ross,214.1
1218,39079,Jackson,108.29
1219,39121,Noble,51.72
1220,39065,Hardin,118.74
1221,39131,Pike,87.27
1222,39139,Richland,316.41
1223,39107,Mercer,97.88
1224,39115,Morgan,33.54
1225,39151,Stark,1007.41
1226,39003,Allen,248.25
1227,39063,Hancock,206.2
1228,39137,Putnam,92.08
1229,39161,Van Wert,84.11
1230,39005,Ashland,141.49
1231,39077,Huron,184.37
1232,39169,Wayne,289.76
1233,39085,Lake,626.28
1234,39055,Geauga,272.71
1235,39147,Seneca,177.68
1236,39033,Crawford,104.53
1237,39175,Wyandot,69.85
1238,39035,Cuyahoga,3217.34
1239,39153,Summit,1497.58
1240,39103,Medina,550.83
1241,39093,Lorain,922.51
1242,39125,Paulding,53.23
1243,39171,Williams,109.12
1244,39039,Defiance,99.21
1245,39069,Henry,66.5
1246,39043,Erie,231.88
1247,39051,Fulton,114.82
1248,39095,Lucas,1070.23
1249,39133,Portage,571.54
1250,39173,Wood,383.86
1251,39123,Ottawa,91.4
1252,26115,Monroe,429.85
1253,39143,Sandusky,169.43
1254,26069,Iosco,66.42
1255,26001,Alcona,20.65
1256,26135,Oscoda,23.89
1257,26003,Alger,20.15
1258,26103,Marquette,156.46
1259,26041,Delta,86.04
1260,26153,Schoolcraft,21.25
1261,26007,Alpena,64.72
1262,26119,Montmorency,22.24
1263,26141,Presque Isle,20.97
1264,26079,Kalkaska,38.84
1265,26009,Antrim,57.67
1266,26029,Charlevoix,52.53
1267,26055,Grand Traverse,176.84
1268,26051,Gladwin,58.16
1269,26011,Arenac,31.79
1270,26017,Bay,199.97
1271,26013,Baraga,21.78
1272,26071,Iron,28.18
1273,26061,Houghton,82.78
1274,26111,Midland,213.52
1275,26145,Saginaw,475.34
1276,26157,Tuscola,141.24
1277,26019,Benzie,24.71
1278,26089,Leelanau,55.1
1279,26101,Manistee,60.11
1280,26047,Emmet,61.21
1281,26137,Otsego,57.88
1282,26031,Cheboygan,62.43
1283,26033,Chippewa,75.24
1284,26035,Clare,79.96
1285,26073,Isabella,149.02
1286,26143,Roscommon,73.45
1287,26133,Osceola,41.51
1288,26039,Crawford,26.99
1289,26109,Menominee,50.41
1290,26043,Dickinson,59.23
1291,26087,Lapeer,224.11
1292,26053,Gogebic,37.97
1293,55125,Vilas,62.13
1294,26131,Ontonagon,14.81
1295,26057,Gratiot,99.49
1296,26063,Huron,72.35
1297,26151,Sanilac,109.38
1298,26107,Mecosta,103.47
1299,26117,Montcalm,146.43
1300,26081,Kent,1273.3
1301,26123,Newaygo,92.98
1302,26139,Ottawa,615.92
1303,26121,Muskegon,411.27
1304,26083,Keweenaw,3.33
1305,26085,Lake,33.67
1306,26049,Genesee,836.53
1307,26095,Luce,15.57
1308,26097,Mackinac,18.6
1309,26165,Wexford,63.92
1310,26105,Mason,59.77
1311,26127,Oceana,71.56
1312,26113,Missaukee,34.65
1313,26129,Ogemaw,41.24
1314,26125,Oakland,2801.93
1315,55075,Marinette,104.35
1316,55037,Florence,9.58
1317,26005,Allegan,273.09
1318,26015,Barry,204.19
1319,26159,Van Buren,183.6
1320,26077,Kalamazoo,577.42
1321,26025,Calhoun,259.31
1322,26067,Ionia,149.59
1323,26021,Berrien,352.22
1324,26027,Cass,113.7
1325,18091,LaPorte,360.82
1326,18141,St. Joseph,860.18
1327,26023,Branch,144.57
1328,26059,Hillsdale,97.2
1329,26045,Eaton,233.14
1330,26149,St. Joseph,148.12
1331,26065,Ingham,503.58
1332,26037,Clinton,287.03
1333,26155,Shiawassee,180.09
1334,26075,Jackson,377.27
1335,26093,Livingston,421.58
1336,26091,Lenawee,229.27
1337,26161,Washtenaw,883.9
1338,26147,St. Clair,306.84
1339,26099,Macomb,1864.94
1340,26163,Wayne,3674.02
1341,18001,Adams,122.51
1342,18179,Wells,84.14
1343,18003,Allen,1091.62
1344,18033,DeKalb,165.05
1345,18113,Noble,169.58
1346,18183,Whitley,134.22
1347,18069,Huntington,112.4
1348,18005,Bartholomew,268.6
1349,18145,Shelby,207.52
1350,18079,Jennings,96.86
1351,18071,Jackson,139.65
1352,18031,Decatur,83.45
1353,18007,Benton,23.49
1354,18171,Warren,32.61
1355,18073,Jasper,120.47
1356,18009,Blackford,58.08
1357,18053,Grant,217.62
1358,18097,Marion,2633.63
1359,18063,Hendricks,417.02
1360,18107,Montgomery,118.2
1361,18011,Boone,235.23
1362,18057,Hamilton,875.01
1363,18105,Monroe,387.12
1364,18109,Morgan,277.04
1365,18013,Brown,56.93
1366,18081,Johnson,525.67
1367,18181,White,82.84
1368,18015,Carroll,83.94
1369,18023,Clinton,107.91
1370,18017,Cass,116.34
1371,18169,Wabash,98.76
1372,18103,Miami,81.89
1373,18021,Clay,98.45
1374,18153,Sullivan,87.27
1375,18133,Putnam,136.7
1376,18121,Parke,62.43
1377,18167,Vigo,298.84
1378,17023,Clark,62.86
1379,18037,Dubois,119.59
1380,18025,Crawford,41.06
1381,18117,Orange,64.76
1382,18175,Washington,103.83
1383,18027,Daviess,112.66
1384,18101,Martin,36.96
1385,18029,Dearborn,135.75
1386,18047,Franklin,52.19
1387,18137,Ripley,93.43
1388,18139,Rush,64.5
1389,18151,Steuben,80.58
1390,18035,Delaware,388.71
1391,18095,Madison,333.17
1392,18065,Henry,155.33
1393,18039,Elkhart,575.1
1394,18087,LaGrange,161.92
1395,18085,Kosciusko,245.98
1396,18041,Fayette,76.91
1397,18045,Fountain,41.8
1398,18165,Vermillion,68.16
1399,18161,Union,20.77
1400,18049,Fulton,63.34
1401,18149,Starke,80.61
1402,18173,Warrick,223.3
1403,18163,Vanderburgh,360.68
1404,18051,Gibson,100.16
1405,18125,Pike,48.18
1406,18083,Knox,125.53
1407,18159,Tipton,102.67
1408,18055,Greene,109.09
1409,18093,Lawrence,160.43
1410,18119,Owen,70.14
1411,18059,Hancock,375.82
1412,18177,Wayne,233.93
1413,18135,Randolph,73.62
1414,18067,Howard,260.55
1415,18143,Scott,38.04
1416,18111,Newton,48.08
1417,18077,Jefferson,85.38
1418,18099,Marshall,148.88
1419,18089,Lake,1612.62
1420,17031,Cook,12404.22
1421,17197,Will,2118.28
1422,18127,Porter,471.82
1423,18131,Pulaski,48.46
1424,18157,Tippecanoe,566.15
1425,17007,Boone,229.76
1426,17111,McHenry,795.44
1427,17201,Winnebago,682.96
1428,55105,Rock,454.81
1429,17099,LaSalle,302.04
1430,17155,Putnam,32.94
1431,17011,Bureau,67.55
1432,17195,Whiteside,173.72
1433,17015,Carroll,33.91
1434,17177,Stephenson,141.39
1435,17097,Lake,1909.81
1436,17043,DuPage,2658.04
1437,17089,Kane,1294.2
1438,17037,DeKalb,296.81
1439,17103,Lee,105.21
1440,17141,Ogle,183.05
1441,17093,Kendall,493.25
1442,17063,Grundy,111.66
1443,17073,Henry,190.41
1444,17085,Jo Daviess,57.71
1445,55043,Grant,181.5
1446,17091,Kankakee,316.78
1447,55059,Kenosha,442.79
1448,17161,Rock Island,399.95
1449,19163,Scott,505.98
1450,17067,Hancock,68.61
1451,17149,Pike,54.6
1452,17001,Adams,185.98
1453,29133,Mississippi,69.38
1454,17003,Alexander,70.94
1455,17181,Union,56.45
1456,17005,Bond,49.71
1457,17027,Clinton,100.67
1458,17119,Madison,847.62
1459,17009,Brown,20.65
1460,17175,Stark,13.85
1461,17123,Marshall,33.39
1462,17013,Calhoun,58.69
1463,17017,Cass,40.72
1464,17019,Champaign,556.86
1465,17053,Ford,36.65
1466,17183,Vermilion,235.62
1467,17041,Douglas,64.12
1468,17021,Christian,105.25
1469,17115,Macon,310.12
1470,17167,Sangamon,529.57
1471,17173,Shelby,61.13
1472,17135,Montgomery,81.61
1473,17035,Cumberland,38.08
1474,17045,Edgar,54.75
1475,17079,Jasper,35.3
1476,17025,Clay,38.79
1477,17051,Fayette,63.37
1478,17121,Marion,99.93
1479,17049,Effingham,96.65
1480,17159,Richland,40.19
1481,17191,Wayne,47.83
1482,17189,Washington,43.57
1483,17163,St. Clair,957.71
1484,17029,Coles,143.39
1485,17139,Moultrie,37.34
1486,17033,Crawford,44.4
1487,17101,Lawrence,47.02
1488,17039,De Witt,41.13
1489,17113,McLean,468.6
1490,17107,Logan,84.39
1491,17047,Edwards,24.68
1492,17105,Livingston,111.41
1493,17075,Iroquois,96.54
1494,17055,Franklin,90.72
1495,17081,Jefferson,103.46
1496,17199,Williamson,223.18
1497,17165,Saline,71.85
1498,17057,Fulton,101.88
1499,17143,Peoria,530.28
1500,17095,Knox,106.79
1501,17125,Mason,38.84
1502,17109,McDonough,91.21
1503,17069,Hardin,8.5
1504,17059,Gallatin,10.11
1505,17193,White,36.73
1506,17061,Greene,36.06
1507,17065,Hamilton,25.39
1508,19111,Lee,107.37
1509,17151,Pope,13.63
1510,17071,Henderson,21.88
1511,17131,Mercer,38.82
1512,17187,Warren,90.29
1513,17077,Jackson,137.22
1514,17145,Perry,73.33
1515,17117,Macoupin,124.76
1516,17083,Jersey,59.27
1517,29183,St. Charles,1209.58
1518,17087,Johnson,35.23
1519,17185,Wabash,34.78
1520,17129,Menard,17.57
1521,17179,Tazewell,371.16
1522,17147,Piatt,43.91
1523,17137,Morgan,94.58
1524,29510,St. Louis,743.38
1525,29189,St. Louis,3051.55
1526,17203,Woodford,114.66
1527,17127,Massac,39.61
1528,17133,Monroe,161.52
1529,29186,Ste. Genevieve,49.54
1530,17157,Randolph,84.23
1531,17171,Scott,15.07
1532,17153,Pulaski,6.46
1533,29157,Perry,64.21
1534,17169,Schuyler,17.63
1535,55001,Adams,49.5
1536,55097,Portage,215.15
1537,55137,Waushara,66.86
1538,55077,Marquette,53.26
1539,55057,Juneau,76.95
1540,55111,Sauk,168.73
1541,55141,Wood,181.02
1542,55003,Ashland,45.75
1543,55007,Bayfield,35.69
1544,55005,Barron,119.38
1545,55129,Washburn,39.46
1546,55017,Chippewa,133.07
1547,55109,St. Croix,302
1548,55095,Polk,94.09
1549,55031,Douglas,170.49
1550,55015,Calumet,198.18
1551,55071,Manitowoc,190.51
1552,55009,Brown,615
1553,55061,Kewaunee,76.64
1554,55087,Outagamie,440.54
1555,55115,Shawano,124.33
1556,55011,Buffalo,72.23
1557,55121,Trempealeau,80.42
1558,55091,Pepin,17.67
1559,55013,Burnett,47.89
1560,55039,Fond du Lac,295.4
1561,55117,Sheboygan,205.08
1562,55035,Eau Claire,306.78
1563,55033,Dunn,99.58
1564,55119,Taylor,60.75
1565,55019,Clark,93.86
1566,55073,Marathon,369.9
1567,55053,Jackson,50.4
1568,55021,Columbia,159.27
1569,55027,Dodge,290.31
1570,55025,Dane,1306.13
1571,55023,Crawford,51.69
1572,55045,Green,88.3
1573,55065,Lafayette,38.39
1574,55049,Iowa,97.39
1575,55055,Jefferson,223.04
1576,55131,Washington,349.08
1577,55047,Green Lake,37.34
1578,55133,Waukesha,1072.31
1579,55029,Door,65.41
1580,55093,Pierce,124.62
1581,55041,Forest,33.86
1582,55085,Oneida,81.08
1583,55051,Iron,13.45
1584,55099,Price,36.71
1585,55127,Walworth,273.71
1586,55103,Richland,48.38
1587,55123,Vernon,83.31
1588,55101,Racine,375.93
1589,55063,La Crosse,290.92
1590,55081,Monroe,115.79
1591,27055,Houston,55.16
1592,55067,Langlade,55.43
1593,55069,Lincoln,89.18
1594,55078,Menominee,19.01
1595,55083,Oconto,80.03
1596,55079,Milwaukee,2059.53
1597,55089,Ozaukee,222.34
1598,55139,Winnebago,455.45
1599,55135,Waupaca,136.43
1600,27049,Goodhue,113.11
1601,55107,Rusk,38.23
1602,55113,Sawyer,48.19
1603,27163,Washington,704.2
1604,27157,Wabasha,62.16
1605,27001,Aitkin,53.47
1606,27115,Pine,84.51
1607,27017,Carlton,62.72
1608,27005,Becker,86.89
1609,27159,Wadena,43.6
1610,27057,Hubbard,74.6
1611,27111,Otter Tail,147.05
1612,27027,Clay,155.79
1613,27007,Beltrami,93.11
1614,27021,Cass,70.7
1615,27071,Koochiching,6.65
1616,27061,Itasca,122.04
1617,27029,Clearwater,34.07
1618,27009,Benton,140.07
1619,27095,Mille Lacs,70.9
1620,27059,Isanti,117.27
1621,27097,Morrison,80.58
1622,27141,Sherburne,267.53
1623,27145,Stearns,378.24
1624,27011,Big Stone,15.76
1625,27149,Stevens,30.12
1626,27137,St. Louis,521.33
1627,27035,Crow Wing,169.5
1628,27025,Chisago,118.79
1629,38017,Cass,505.88
1630,27087,Mahnomen,8.04
1631,27031,Cook,13.72
1632,27041,Douglas,88.68
1633,27153,Todd,61.44
1634,27121,Pope,32.62
1635,27051,Grant,11.41
1636,27065,Kanabec,38.56
1637,38067,Pembina,27.25
1638,27069,Kittson,12.34
1639,27077,Lake of the Woods,11.42
1640,27075,Lake,36.96
1641,27119,Polk,96.65
1642,27089,Marshall,27.9
1643,27113,Pennington,25.49
1644,27107,Norman,20.09
1645,27167,Wilkin,17.34
1646,27125,Red Lake,5.92
1647,27135,Roseau,39.86
1648,27155,Traverse,9.04
1649,27003,Anoka,851.47
1650,27053,Hennepin,2997.74
1651,27123,Ramsey,1257.74
1652,27043,Faribault,41.56
1653,27013,Blue Earth,161.38
1654,27161,Waseca,63.41
1655,27015,Brown,54.96
1656,27165,Watonwan,29.01
1657,27103,Nicollet,96.6
1658,27127,Redwood,50.38
1659,27019,Carver,296.78
1660,27139,Scott,400.96
1661,27171,Wright,241.71
1662,27151,Swift,20.65
1663,27023,Chippewa,43.73
1664,27129,Renville,52.05
1665,27101,Murray,27.79
1666,27105,Nobles,50.92
1667,27033,Cottonwood,18.31
1668,27063,Jackson,36.37
1669,27037,Dakota,1091.09
1670,27131,Rice,145.03
1671,27147,Steele,88.13
1672,27039,Dodge,51.29
1673,27109,Olmsted,394.67
1674,27047,Freeborn,83.69
1675,27091,Martin,57.67
1676,27045,Fillmore,57.53
1677,27099,Mower,109.44
1678,19195,Worth,19.56
1679,27169,Winona,113.56
1680,19059,Dickinson,55.65
1681,27067,Kandiyohi,102.88
1682,27093,Meeker,60.57
1683,27173,Yellow Medicine,24.16
1684,27073,Lac qui Parle,16.64
1685,27143,Sibley,24.53
1686,27079,Le Sueur,49.48
1687,27081,Lincoln,16.51
1688,27083,Lyon,68.29
1689,27117,Pipestone,26.87
1690,27085,McLeod,78.67
1691,27133,Rock,31.51
1692,46099,Minnehaha,612.58
1693,46011,Brookings,126.28
1694,19077,Guthrie,31.43
1695,19001,Adair,28.26
1696,19029,Cass,48.21
1697,19175,Union,42.72
1698,19003,Adams,19.55
1699,19173,Taylor,14.98
1700,19191,Winneshiek,77.36
1701,19005,Allamakee,49.65
1702,19043,Clayton,55.48
1703,29171,Putnam,32.25
1704,19007,Appanoose,32.24
1705,19185,Wayne,14.6
1706,19009,Audubon,18.84
1707,19027,Carroll,66.01
1708,19011,Benton,67.17
1709,19113,Linn,667.51
1710,19171,Tama,60.84
1711,19013,Black Hawk,388.8
1712,19095,Iowa,53.75
1713,19019,Buchanan,70.07
1714,19075,Grundy,83.19
1715,19017,Bremer,69.45
1716,19023,Butler,33.41
1717,19015,Boone,144.38
1718,19169,Story,207.13
1719,19049,Dallas,273.08
1720,19079,Hamilton,55.79
1721,19187,Webster,123.21
1722,19037,Chickasaw,38.63
1723,19065,Fayette,63.29
1724,19055,Delaware,62.25
1725,19021,Buena Vista,62.76
1726,19151,Pocahontas,30.9
1727,19041,Clay,58.71
1728,19083,Hardin,56.19
1729,19069,Franklin,34.64
1730,19067,Floyd,56.17
1731,19025,Calhoun,23.98
1732,19155,Pottawattamie,459.24
1733,19031,Cedar,81.67
1734,19105,Jones,67.24
1735,19103,Johnson,425.48
1736,19139,Muscatine,111.68
1737,19045,Clinton,119.58
1738,19033,Cerro Gordo,135.77
1739,19081,Hancock,40.03
1740,19035,Cherokee,33.76
1741,19093,Ida,25.61
1742,19141,O'Brien,38.95
1743,19053,Decatur,24.66
1744,19039,Clarke,30.46
1745,19181,Warren,277.95
1746,19121,Madison,49.85
1747,19147,Palo Alto,33.78
1748,19061,Dubuque,231.75
1749,19097,Jackson,90.6
1750,19047,Crawford,47.04
1751,19133,Monona,35.87
1752,19085,Harrison,66.06
1753,19165,Shelby,38.76
1754,19193,Woodbury,303.25
1755,19153,Polk,1157
1756,19051,Davis,33.1
1757,19179,Wapello,113.96
1758,19177,Van Buren,14.31
1759,29129,Mercer,19.97
1760,19159,Ringgold,15.91
1761,19057,Des Moines,125.29
1762,19087,Henry,66.62
1763,19063,Emmet,33.4
1764,19109,Kossuth,50
1765,19131,Mitchell,34.35
1766,19197,Wright,47.64
1767,19071,Fremont,17.9
1768,19145,Page,51.95
1769,19129,Mills,122.13
1770,19073,Greene,28.61
1771,19189,Winnebago,29.95
1772,19127,Marshall,122.51
1773,19101,Jefferson,55.85
1774,19089,Howard,11.98
1775,19091,Humboldt,23.99
1776,19161,Sac,34.29
1777,19157,Poweshiek,53.2
1778,19107,Keokuk,27.46
1779,19183,Washington,56.37
1780,19099,Jasper,135.23
1781,19125,Marion,86.47
1782,19123,Mahaska,78.52
1783,19115,Louisa,32.59
1784,19117,Lucas,32.6
1785,19119,Lyon,31.59
1786,19167,Sioux,114.28
1787,19135,Monroe,24.48
1788,19137,Montgomery,26.03
1789,19143,Osceola,18.37
1790,19149,Plymouth,96.25
1791,46127,Union,58.8
1792,31055,Douglas,1517.63
1793,29199,Scotland,15.49
1794,31043,Dakota,86.89
1795,29001,Adair,70.2
1796,29121,Macon,67.34
1797,29007,Audrain,100.4
1798,29019,Boone,483.5
1799,29163,Pike,55.59
1800,29139,Montgomery,40.71
1801,29207,Stoddard,106.47
1802,29017,Bollinger,36.03
1803,29123,Madison,46.26
1804,29031,Cape Girardeau,186.78
1805,29135,Moniteau,85.71
1806,29089,Howard,35.79
1807,29035,Carter,24.24
1808,29023,Butler,132.03
1809,29181,Ripley,50.13
1810,5021,Clay,52.87
1811,29223,Wayne,39.58
1812,29027,Callaway,157.4
1813,29151,Osage,102.28
1814,29051,Cole,165.29
1815,29029,Camden,118.85
1816,29105,Laclede,108.11
1817,29131,Miller,89.58
1818,29169,Pulaski,166.76
1819,29201,Scott,100.53
1820,29111,Lewis,28.92
1821,29045,Clark,25.45
1822,29055,Crawford,105.07
1823,29073,Gasconade,40.31
1824,29161,Phelps,119.17
1825,29065,Dent,76.21
1826,29071,Franklin,234.46
1827,29221,Washington,99.22
1828,29203,Shannon,30.21
1829,29215,Texas,117.46
1830,29067,Douglas,32.59
1831,29153,Ozark,44.99
1832,29091,Howell,113.58
1833,29229,Wright,43.64
1834,29069,Dunklin,95.68
1835,29143,New Madrid,70.64
1836,5055,Greene,195.32
1837,29155,Pemiscot,61.69
1838,29099,Jefferson,765.32
1839,29219,Warren,150.22
1840,29149,Oregon,38.72
1841,29093,Iron,21.29
1842,29187,St. Francois,203.19
1843,29179,Reynolds,13.82
1844,29103,Knox,13.69
1845,29205,Shelby,21.44
1846,29127,Marion,78.56
1847,29113,Lincoln,179.75
1848,29125,Maries,25.66
1849,29173,Ralls,59.98
1850,29137,Monroe,20.93
1851,29175,Randolph,78.45
1852,29197,Schuyler,8.54
1853,29075,Gentry,25.61
1854,29021,Buchanan,250.93
1855,29003,Andrew,64.02
1856,29147,Nodaway,72.32
1857,29005,Atchison,22.4
1858,29009,Barry,165.74
1859,29209,Stone,109.42
1860,5015,Carroll,102.74
1861,29109,Lawrence,68.47
1862,29119,McDonald,106.89
1863,29057,Dade,30.68
1864,29097,Jasper,276.22
1865,29011,Barton,62.18
1866,29217,Vernon,67.64
1867,29013,Bates,60.2
1868,29083,Henry,61.46
1869,29185,St. Clair,30.47
1870,29037,Cass,376.44
1871,29015,Benton,66.92
1872,29141,Morgan,70.78
1873,29085,Hickory,23.61
1874,29159,Pettis,145.85
1875,20043,Doniphan,73.94
1876,29063,DeKalb,32.86
1877,29025,Caldwell,41.04
1878,29049,Clinton,71.62
1879,29177,Ray,112.65
1880,29033,Carroll,25.88
1881,29107,Lafayette,101.31
1882,20091,Johnson,1618.87
1883,20121,Miami,168.69
1884,29101,Johnson,194.25
1885,29095,Jackson,2020.79
1886,29039,Cedar,44.6
1887,29167,Polk,100.76
1888,29115,Linn,34.59
1889,29041,Chariton,34.54
1890,29043,Christian,285.86
1891,29225,Webster,102.16
1892,29213,Taney,155.63
1893,29077,Greene,868.84
1894,29047,Clay,685.55
1895,29165,Platte,373.14
1896,20209,Wyandotte,690.48
1897,29053,Cooper,53.28
1898,29059,Dallas,68.41
1899,29061,Daviess,30.01
1900,29079,Grundy,30.6
1901,29081,Harrison,25.01
1902,29227,Worth,7.94
1903,29087,Holt,19.84
1904,29145,Newton,251.99
1905,40115,Ottawa,151.27
1906,29195,Saline,70.25
1907,29117,Livingston,42.82
1908,40041,Delaware,133.56
1909,29211,Sullivan,19.28
1910,5009,Boone,139.06
1911,20103,Leavenworth,291.46
